ce,ganguli,subparva,similarity,note,first_words_ganguli
2.23,2.25,Digvijaya Parva,0.17,,"Vaisampayana said,--Arjuna, having obtained that best of bows and that"
2.24,2.26,Digvijaya Parva,0.26,,"Vaisampayana continued,--thus addressed, Dhananjaya replied unto Bhaga"
2.25,2.27,Digvijaya Parva,0.42,,"Vaisampayana said,--""that heroic and foremost of the Pandavas endued w"
2.26,2.28,Digvijaya Parva,0.58,,"Vaisampayana said,--in the meantime, Bhimasena also endued with great "
2.27,2.29,Digvijaya Parva,0.45,,"Vaisampayana said,--that chastiser of all foes then vanquished king Sr"
2.28,2.30,Digvijaya Parva,0.41,,"Vaisampayana said,--""thus also Sahadeva, dismissed with affection by k"
2.29,2.31,Digvijaya Parva,0.47,,"Vaisampayana said,--""I shall now recite to you the deeds and triumphs "
2.30,2.32,Rajasuyika Parva,0.39,,"Vaisampayana said,--""in consequence of the protection afforded by Yudh"
2.31,2.33,Rajasuyika Parva,0.41,,"Vaisampayana said,--""the ever-victorious Nakula, the son of Pandu, hav"
2.32,2.34,Rajasuyika Parva,0.21,,"Vaisampayana said,--""then, O king, Yudhishthira, having approached and"
2.33,2.35,Arghyaharana Parva,0.42,,"""Vaisampayana said,--On the last day of the sacrifice when the king wa"
2.34,2.36,Arghyaharana Parva,0.19,,"""Sisupala said--'O thou of the Kuru race, this one of the Vrishni race"
2.35,2.37,Arghyaharana Parva,0.21,,"""Vaisampayana said,--Then the king Yudhishthira hastily ran after Sisu"
2.36,2.38,Arghyaharana Parva,0.51,,"""Vaisampayana said,--The mighty Bhishma ceased, having said this. Saha"
2.37,2.39,Sisupala-badha Parva,0.37,,"""Vaisampayana said,--Beholding that vast assembly of kings agitated wi"
2.38,2.40,Sisupala-badha Parva,0.26,,"'Sisupala said,--'Old and infamous wretch of thy race, art thou not as"
2.39,2.41,Sisupala-badha Parva,0.45,,"""Sisupala said,--""That mighty king Jarasandha who desired not to fight"
2.40,2.42,Sisupala-badha Parva,0.34,,"""Bhishma said,--This Sisupala was born in the line of the king of Ched"
2.41,2.43,Sisupala-badha Parva,0.29,,"""Bhishma said,--The will under which the ruler of Chedi summoneth thee"
2.42,2.44;2.45,Sisupala-badha Parva,0.45,,"""Vaisampayana said,--Hearing these words of Bhishma, the ruler of Ched"
2.43,2.46,Dyuta Parva,0.23,,"Vaisampayana said,--""That bull among men, Duryodhana, continued to dwe"
2.44,2.47,Dyuta Parva,0.39,,"""Sakuni said.--'O Duryodhana, thou shouldst not be jealous of Yudhisht"
2.45,2.48,Dyuta Parva,0.31,,"Vaisampayana said--""O king, impressed with the great Rajasuya sacrific"
2.46,2.49,Dyuta Parva,0.20,,"Janamejaya said,--""O thou foremost of all conversant with the Vedas, h"
2.47,2.50,Dyuta Parva,0.26,,"Duryodhana said,--'Listen now, O Bharata, about all the most costly ar"
2.48,2.51,Dyuta Parva,0.40,,"Duryodhana said,--'O sinless one, listen to me as I describe that larg"
2.49,2.52,Dyuta Parva,0.33,,"Duryodhana said,--""Those king that are revered over all the world, who"
2.50,2.53;2.54,Dyuta Parva,0.07,,"""Dhritrashtra said,--Thou art my eldest son and born also of my eldest"
2.51,2.55;2.56,Dyuta Parva,0.20,,"""Sakuni said,--O thou foremost of victorious persons, I will snatch (f"
2.52,2.57,Dyuta Parva,0.25,,"Vaisampayana said,--""Vidura then, thus commanded against his will by k"
2.53,2.58;2.59,Dyuta Parva,0.23,,"Vaisampayana said,--""The sons of Pritha with Yudhishthira at their hea"
2.54,2.60,Dyuta Parva,0.36,,"Yudhishthira said,--""Thou hast won this stake of me by unfair means. B"
2.55,2.61,Dyuta Parva,0.51,,"Vaisampayana said,--""During the course of this gambling, certain to br"
2.56,2.62,Dyuta Parva,0.07,,"""Vidura said,--""Gambling is the root of dissensions. It bringeth about"
2.57,2.63,Dyuta Parva,0.01,,"Duryodhana said,--'O Kshatta, thou art always boasting of the fame of "
2.58,2.64,Dyuta Parva,0.18,,"""Sakuni said,--'Thou hast, O Yudhishthira, lost much wealth of the Pan"
2.59,2.65,Dyuta Parva,0.22,,"Duryodhana said,--'Come, Kshatta, bring hither Draupadi the dear and l"
2.60,2.66,Dyuta Parva,0.31,,"Vaisampayana said,--""Intoxicated with pride, the son of Dhritarashtra "
2.61,2.67,Dyuta Parva,0.46,,"""Bhima said, --'O Yudhishthira, gamblers have in their houses many wom"
2.62,2.68;2.69,Dyuta Parva,0.25,,"Draupadi said,--'Wait a little, thou worst of men, thou wicked-minded "
2.63,2.70,Dyuta Parva,0.29,,"""Karna said,--'Of all the persons in the assembly, three, viz., Bhishm"
2.64,2.71,Dyuta Parva,0.24,,"""Karna said,--'We have never heard of such an act (as this one of Drau"
2.65,2.72,Dyuta Parva,0.27,,"""Yudhishthira said,--'O king, thou art our master. Command us as to wh"
2.66,2.73;2.74,Dyuta Parva,0.24,,"Janamejaya said,--""How did the sons of Dhritarashtra feel, when they c"
2.67,2.75,Dyuta Parva,0.10,,"Vaisampayana said,--'The royal messenger, agreeably to the commands of"
2.68,2.76,Dyuta Parva,0.29,,"Vaisampayana said,--""Then the vanquished sons of Pritha prepared for t"
2.69,2.77,Dyuta Parva,0.44,,"Yudhishthira said,--'I bid farewell unto all the Bharatas, unto my old"
2.70,2.78,Dyuta Parva,0.22,,"Vaisampayana said,--'Then when Draupadi was about to set out she went "
2.71,2.79,Dyuta Parva,0.27,,"Vaisampayana said,--""As soon as Vidura endued with great foresight cam"
2.72,2.80,Dyuta Parva,0.34,,"Vaisampayana said,--""defeated at dice, after the Pandavas had gone to "
3.1,3.1,Aranyaka Parva,0.13,,"Om! Having bowed down to Narayana, and Nara the foremost of male being"
3.2,3.2,Aranyaka Parva,0.22,,"""Vaisampayana said, 'When that night passed away and day broke in, tho"
3.3,3.3,Aranyaka Parva,0.37,,"""Vaisampayana said, 'Yudhishthira the son of Kunti, thus addressed by "
3.4,3.3,Aranyaka Parva,0.07,merged,"""Vaisampayana said, 'Yudhishthira the son of Kunti, thus addressed by "
3.5,3.4,Aranyaka Parva,0.45,,"""Vaisampayana said,--""After the Pandavas had gone to the forest, Dhrit"
3.6,3.5,Aranyaka Parva,0.47,,"""Vaisampayana said, 'Desirous of living in the forest, those bulls of "
3.7,3.6,Aranyaka Parva,0.65,,"""Vaisampayana said, 'O king, after Vidura had gone to the abode of the"
3.8,3.7,Aranyaka Parva,0.35,,"""Vaisampayana said, 'Hearing that Vidura had returned, and that the ki"
3.9,3.8,Aranyaka Parva,0.47,,"""Vyasa said, 'O wise Dhritarashtra, hear what I say! I will tell thee "
3.10,3.9,Aranyaka Parva,0.17,,"""Dhritarashtra said, 'O holy one, I did not like this business of gamb"
3.11,3.10,Aranyaka Parva,0.67,,"""Dhritarashtra said, 'O Muni of profound wisdom, it is even as thou sa"
3.12,3.11,Kirmirabadha Parva,0.39,,"""Dhritarashtra said, 'O Kshatta, I am desirous to hear of the destruct"
3.13,3.12,Arjunabhigamana Parva,0.42,,"Vaisampayana said, 'Hearing that the Pandavas had been banished, the B"
3.14,3.13,Arjunabhigamana Parva,0.30,,"""Vasudeva said, O lord of earth, if I had been present at Dwaraka, the"
3.15,3.14,Arjunabhigamana Parva,0.62,,"""Yudhishthira said, 'O Krishna, why wert thou absent (from the Anartta"
3.16,3.15,Arjunabhigamana Parva,0.18,,"""Yudhishthira said, 'O illustrious Vasudeva of mighty arms, tell thou "
3.17,3.16,Arjunabhigamana Parva,0.66,,"""Vasudeva continued, 'O king of kings, Salwa, the lord of Saubha, came"
3.18,3.17,Arjunabhigamana Parva,0.59,,"""Vasudeva continued, 'O bull of the Bharata race, having spoken thus u"
3.19,3.18,Arjunabhigamana Parva,0.52,,"""Vasudeva continued, 'O king, afflicted with the arrows of Salwa, when"
3.20,3.19,Arjunabhigamana Parva,0.58,,"Vasudeva continued, Thus addressed, the son of Suta race replied in ha"
3.21,3.20,Arjunabhigamana Parva,0.48,,"""Vasudeva said, 'When Salwa had left the city of the Anarttas, I retur"
3.22,3.21,Arjunabhigamana Parva,0.60,,"""Vasudeva said, 'O thou tiger among men, my great enemy king Salwa, th"
3.23,3.22,Arjunabhigamana Parva,0.55,,"""Vasudeva continued, 'Then O thou foremost of the Bharata race, taking"
3.24,3.23,Arjunabhigamana Parva,0.44,,"Vaisampayana continued, ""After the chief of the Dasharhas had departed"
3.25,3.24,Arjunabhigamana Parva,0.42,,"Vaisampayana said, ""After they had departed, Yudhishthira the virtuous"
3.26,3.25,Arjunabhigamana Parva,0.31,,"Vaisampayana said, ""Having fallen into distress, those princes thus ob"
3.27,3.26,Arjunabhigamana Parva,0.33,,"Vaisampayana said, ""While the illustrious son of Pandu continued to dw"
3.28,3.27,Arjunabhigamana Parva,0.28,,"Vaisampayana said, ""Exiled to the woods the sons of Pritha with Krishn"
3.29,3.28,Arjunabhigamana Parva,0.30,,"""Draupadi continued, 'On this subject, the ancient story of the conver"
3.30,3.29,Arjunabhigamana Parva,0.19,,"Yudhishthira said, 'Anger is the slayer of men and is again their pros"
3.31,3.30,Arjunabhigamana Parva,0.10,,"""Draupadi said, 'I bow down unto Dhatri and Vidhatri who have thus clo"
3.32,3.31,Arjunabhigamana Parva,0.19,,"""Yudhishthira said, 'Thy speech, O Yajnaseni, is delightful, smooth an"
3.33,3.32,Arjunabhigamana Parva,0.02,,"""Draupadi said, 'I do not ever disregard or slander religion, O son of"
3.34,3.33,Arjunabhigamana Parva,0.19,,"'Vaisampayana said, ""Hearing these words of Yajnaseni, Bhimasena, sigh"
3.35,3.34,Arjunabhigamana Parva,0.29,,"Vaisampayana said, ""Thus addressed by Bhimasena, the high-souled king "
3.36,3.35,Arjunabhigamana Parva,0.35,,"Bhima said, 'O king, unsubstantial as thou art like froth, unstable li"
3.37,3.36,Arjunabhigamana Parva,0.47,,"Vaisampayana said, ""Hearing those words of Bhima, Yudhishthira. the so"
3.38,3.37,Arjunabhigamana Parva,0.33,,"Vaisampayana said, ""After some time, Yudhishthira the just, rememberin"
3.39,3.38,Kairata Parva,0.30,,"Janemejaya said, ""O illustrious one, I desire to hear in detail the hi"
3.40,3.39,Kairata Parva,0.47,,"Vaisampayana said, ""After all those illustrious ascetics had gone away"
3.41,3.40,Kairata Parva,0.25,,"""Mahadeva said, 'Thou wert in thy former life Nara, the friend of Nara"
3.42,3.41,Kairata Parva,0.35,,"Vaisampayana said, ""The wielder of the Pinaka, having the bull for his"
3.43,3.42,Indralokagamana Parva,0.54,,"Vaisampayana said, ""After the Lokapalas had gone away, Arjuna--that sl"
3.44,3.43;3.44;3.45;3.46,Indralokagamana Parva,0.54,,"Vaisampayana said, ""And the city of Indra which Arjuna saw was delight"
3.45,3.47,Indralokagamana Parva,0.35,,"Vaisampayana said, ""One day, the great Rishi Lomasa in course of his w"
3.46,3.48;3.49,Indralokagamana Parva,0.37,,"Janamejaya said, ""These feats of Pritha's son endued with immeasurable"
3.47,3.50,Indralokagamana Parva,0.44,,"Janamejaya said, ""Having sent the heroic sons of Pandu into exile, the"
3.48,3.51,Indralokagamana Parva,0.54,,"Vaisampayana said, ""That bull among men--Dhritarashtra--the son of Amv"
3.49,3.52,Nalopakhyana Parva,0.41,,"Janamejaya said, ""When the high-souled Partha went to Indra's region f"
3.50,3.53,Nalopakhyana Parva,0.53,,"Vrihadaswa said, ""There was a king named Nala, the son of Virasena. An"
3.51,3.54,Nalopakhyana Parva,0.51,,"""Vrihadaswa said, 'O Bharata, hearing those words of the swan, Damayan"
3.52,3.55,Nalopakhyana Parva,0.31,,"""Vrihadaswa continued, 'O Bharata, Nala pledged his word to the celest"
3.53,3.56,Nalopakhyana Parva,0.40,,"""Vrihadaswa said, 'Damayanti, having bowed down unto the gods, thus ad"
3.54,3.57,Nalopakhyana Parva,0.45,,"""Vrihadaswa continued, 'Then at the sacred hour of the holy lunar day "
3.55,3.58,Nalopakhyana Parva,0.68,,"""Vrihadaswa said, 'When the blazing guardians of the worlds were retur"
3.56,3.59,Nalopakhyana Parva,0.66,,"""Vrihadaswa said, 'Having made this compact with Dwapara, Kali came to"
3.57,3.60,Nalopakhyana Parva,0.62,,"Vrihadaswa said. ""Bhima's daughter, the cool-headed Damayanti, seeing "
3.58,3.61,Nalopakhyana Parva,0.51,,"""Vrihadaswa said, 'After Varshneya had gone away, Pushkara won from th"
3.59,3.62,Nalopakhyana Parva,0.50,,"""Nala said, 'Surely, thy father's kingdom is as my own. But thither I "
3.60,3.63,Nalopakhyana Parva,0.44,,"Vrihadaswa said, ""O king, after Nala had gone away, the beauteous Dama"
3.61,3.64,Nalopakhyana Parva,0.34,,"""Vrihadaswa continued, 'Having destroyed that hunter Damayanti of eyes"
3.62,3.65,Nalopakhyana Parva,0.29,,"""Vrihadaswa said, 'Having heard the words of the leader of that carava"
3.63,3.66,Nalopakhyana Parva,0.44,,"""Vrihadaswa said, 'O monarch, having deserted Damayanti, king Nala saw"
3.64,3.67,Nalopakhyana Parva,0.33,,"""Vrihadaswa said, 'After the snake had vanquished, Nala, the ruler of "
3.65,3.68,Nalopakhyana Parva,0.58,,"""Vaisampayana said, 'After Nala, despoiled of his kingdom, had, with h"
3.66,3.69,Nalopakhyana Parva,0.56,,"""Sudeva said, 'There is a virtuous and illustrious ruler of the Vidarb"
3.67,3.69,Nalopakhyana Parva,0.27,merged,"""Sudeva said, 'There is a virtuous and illustrious ruler of the Vidarb"
3.68,3.70,Nalopakhyana Parva,0.62,,"""Vrihadaswa said, 'After a long time had passed away, a Brahmana named"
3.69,3.71,Nalopakhyana Parva,0.48,,"""Vrihadaswa continued, 'Having heard the words of Sudeva king Rituparn"
3.70,3.72,Nalopakhyana Parva,0.36,,"""Vrihadaswa said, 'Like a bird coursing through the sky, Nala soon cro"
3.71,3.73,Nalopakhyana Parva,0.50,,"""Vrihadaswa said, 'After Rituparna of prowess incapable of being baffl"
3.72,3.74,Nalopakhyana Parva,0.35,,"""Damayanti said, 'O Kesini, go thou and learn who that charioteer is t"
3.73,3.75,Nalopakhyana Parva,0.38,,"""Vrihadaswa said, 'Hearing everything, Damayanti became oppressed with"
3.74,3.76,Nalopakhyana Parva,0.41,,"""Vrihadaswa said, 'Beholding the agitation of the virtuous and wise Na"
3.75,3.76,Nalopakhyana Parva,0.20,merged,"""Vrihadaswa said, 'Beholding the agitation of the virtuous and wise Na"
3.76,3.77,Nalopakhyana Parva,0.51,,"""Vrihadaswa said, 'Having passed that night, king Nala decked in ornam"
3.77,3.78,Nalopakhyana Parva,0.52,,"""Vrihadaswa said, 'O son of Kunti, the ruler of the Nishadhas having d"
3.78,3.79,Nalopakhyana Parva,0.25,,"""Vrihadaswa said, 'After the festivities had commenced in the city tha"
3.79,3.80,Tirtha-yatra Parva,0.36,,"Janamejaya said, ""O holy one, after my great-grandfather Partha had go"
3.80,3.81;3.82,Tirtha-yatra Parva,0.43,,"Vaisampayana said, ""Hearing these words of his brothers as also of Kri"
3.81,3.83,Tirtha-yatra Parva,0.58,,"""Pulastya said, 'One should next proceed, O king, to the adored Kuruks"
3.82,3.84,Tirtha-yatra Parva,0.50,,"""Pulastya said, 'Then, O great king, one should proceed to the excelle"
3.83,3.85,Tirtha-yatra Parva,0.55,,"""Pulastya said, 'Arriving next at the excellent tirtha called Samvedya"
3.84,3.86,Tirtha-yatra Parva,0.37,,"""Vaisampayana continued, 'Having ascertained the opinion of his brothe"
3.85,3.87,Tirtha-yatra Parva,0.30,,"Vaisampayana said, ""Beholding the Pandavas afflicted with anxiety and "
3.86,3.88,Tirtha-yatra Parva,0.42,,"""Dhaumya continued, 'Listen, O Bharata, I shall now narrate to thee in"
3.87,3.89,Tirtha-yatra Parva,0.49,,"""Dhaumya continued, 'I shall describe to thee those sacred spots capab"
3.88,3.90,Tirtha-yatra Parva,0.32,,"""Dhaumya continued, 'O tiger among kings, I shall now describe those t"
3.89,3.91,Tirtha-yatra Parva,0.45,,"Vaisampayana continued, ""O son of the Kuru race, while Dhaumya was spe"
3.90,3.92,Tirtha-yatra Parva,0.25,,"""Lomasa continued, 'Listen now, O Yudhishthira, to what Dhananjaya hat"
3.91,3.93,Tirtha-yatra Parva,0.44,,"Vaisampayana said, ""Those Brahmanas then, that had been dwelling (with"
3.92,3.94,Tirtha-yatra Parva,0.31,,"""Yudhishthira said, 'O best of celestial Rishis, I do not think that I"
3.93,3.95,Tirtha-yatra Parva,0.41,,"Vaisampayana said, ""The heroic sons of Pandu, accompanied by their fol"
3.94,3.96,Tirtha-yatra Parva,0.43,,"Vaisampayana said, ""After this the royal son of Kunti who was ever dis"
3.95,3.97,Tirtha-yatra Parva,0.66,,"""Lomasa continued, 'When Agastya thought that girl to be competent for"
3.96,3.98,Tirtha-yatra Parva,0.66,,"""Lomasa continued, 'Agastya then, O son of the Kuru race, went to king"
3.97,3.99,Tirtha-yatra Parva,0.44,,"""Lomasa said, 'When Ilwala learnt that those kings along with the grea"
3.98,3.100,Tirtha-yatra Parva,0.48,,"""Yudhishthira said, 'O best of regenerate ones, I desire again to hear"
3.99,3.101,Tirtha-yatra Parva,0.43,,"""Lomasa said, 'Armed with the Vajra then, and supported by celestials "
3.100,3.102,Tirtha-yatra Parva,0.41,,"""Lomasa said, 'The Kalakeyas then having recourse to that receptacle o"
3.101,3.103,Tirtha-yatra Parva,0.27,,"""The celestials said, 'Through thy favour it is that all born beings o"
3.102,3.104,Tirtha-yatra Parva,0.39,,"""Yudhishthira said, 'O great saint! I am desirous of hearing in detail"
3.103,3.105,Tirtha-yatra Parva,0.06,,"""Lomasa said, 'That blessed saint, the son of Varuna, having reached t"
3.104,3.106,Tirtha-yatra Parva,0.37,,"""Lomasa said, 'Then gathered together, Brahma, the grandfather of men "
3.105,3.106,Tirtha-yatra Parva,0.16,merged,"""Lomasa said, 'Then gathered together, Brahma, the grandfather of men "
3.106,3.107,Tirtha-yatra Parva,0.64,,"""Lomasa said, 'O most righteous of kings! When he heard these words (p"
3.107,3.108,Tirtha-yatra Parva,0.41,,"""Lomasa said, 'That same king, of a powerful bow, standing at the head"
3.108,3.109,Tirtha-yatra Parva,0.58,,"""Lomasa said, 'The blessed God having heard what Bhagiratha had said, "
3.109,3.109,Tirtha-yatra Parva,0.03,merged,"""Lomasa said, 'The blessed God having heard what Bhagiratha had said, "
3.110,3.110,Tirtha-yatra Parva,0.56,,"Vaisampayana said, ""O chief of the Bharata race! then the son of Kunti"
3.111,3.111,Tirtha-yatra Parva,0.59,,"""Lomasa said, 'O descendant of Bharata! she in order to compass the ob"
3.112,3.112,Tirtha-yatra Parva,0.00,,"'Rishyasringa said, 'Here came to-day a religious student with a mass "
3.113,3.113,Tirtha-yatra Parva,0.74,,"""Vibhandaka said, 'Those are, O son! Rakshasas. They walk about in tha"
3.114,3.114,Tirtha-yatra Parva,0.36,,"""Vaisampayana said, 'Then, O Janamejaya, the son of Pandu started from"
3.115,3.115,Tirtha-yatra Parva,0.41,,"""Vaisampayana said, 'The protector of the earth spent there a single n"
